tn,fp,fn,tp,Resample,acc,sensitivity,specificity,balanced_acc,project,classifier,balancing,resampling,metric,max_term,feature,hyper1,value1,hyper2,value2,seed,row
1745,14,25,1657,Fold5.Rep05,"0,988666085440279","0,991621783363255","0,985875706214689","0,988748744788972",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1736,22,25,1657,Fold1.Rep06,"0,986337209302326","0,986896962477665","0,98580352072686","0,986350241602263",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1740,18,24,1659,Fold2.Rep06,"0,987794245858762","0,989266547406082","0,986394557823129","0,987830552614606",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1742,17,20,1662,Fold3.Rep06,"0,989247311827957","0,989874925550923","0,988649262202043","0,989262093876483",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1739,19,24,1659,Fold4.Rep06,"0,987503632664923","0,988676996424315","0,986386840612592","0,987531918518453",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1744,15,24,1658,Fold5.Rep06,"0,988666085440279","0,991034070531978","0,986425339366516","0,988729704949247",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1739,19,19,1664,Fold1.Rep07,"0,988956698634118","0,988710635769459","0,989192263936291","0,988951449852875",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1747,11,11,1672,Fold2.Rep07,"0,993606509735542","0,993464052287582","0,993742889647326","0,993603470967454",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1739,20,27,1655,Fold3.Rep07,"0,986341179889567","0,988059701492537","0,984711211778029","0,986385456635283",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1742,16,21,1661,Fold4.Rep07,"0,989244186046512","0,990459153249851","0,988088485536018","0,989273819392934",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1745,14,22,1660,Fold5.Rep07,"0,989537925021796","0,991636798088411","0,987549518958687","0,989593158523549",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1740,18,19,1663,Fold1.Rep08,"0,989244186046512","0,989292088042832","0,98919840818647","0,98924524811465",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1754,5,23,1660,Fold2.Rep08,"0,991865194654271","0,996996996996997","0,987056837366348","0,992026917181672",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1728,31,29,1654,Fold3.Rep08,"0,982568274259152","0,98160237388724","0,983494593056346","0,982548483471793",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1743,15,20,1662,Fold4.Rep08,"0,989825581395349","0,991055456171735","0,988655700510493","0,989855578341114",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1743,15,32,1650,Fold5.Rep08,"0,986337209302326","0,990990990990991","0,981971830985915","0,986481410988453",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1740,18,36,1647,Fold1.Rep09,"0,984306887532694","0,989189189189189","0,97972972972973","0,98445945945946",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1747,11,17,1665,Fold2.Rep09,"0,991860465116279","0,993436754176611","0,990362811791383","0,991899782983997",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1741,18,21,1661,Fold3.Rep09,"0,988666085440279","0,989279332936272","0,988081725312145","0,988680529124208",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1736,23,23,1660,Fold4.Rep09,"0,986635676932016","0,986333927510398","0,986924388857305","0,986629158183852",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1747,11,20,1662,Fold5.Rep09,"0,990988372093023","0,993424985056784","0,988681380871534","0,991053182964159",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1744,14,17,1665,Fold1.Rep10,"0,990988372093023","0,991661703394878","0,990346394094265","0,991004048744571",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1743,16,20,1662,Fold2.Rep10,"0,989537925021796","0,99046483909416","0,988655700510493","0,989560269802327",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1740,18,25,1658,Fold3.Rep10,"0,987503632664923","0,989260143198091","0,985835694050991","0,987547918624541",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1745,13,19,1664,Fold4.Rep10,"0,990700377797152","0,992248062015504","0,989229024943311","0,990738543479407",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1743,16,24,1658,Fold5.Rep10,"0,98837547224644","0,990442054958184","0,98641765704584","0,988429856002012",eclipse,svm,smote,repeatedcv5x10,Accuracy,200,long_description,sigma,"0,03125",C,32,144,3
1753,8,30,1652,Fold1.Rep01,"0,988963113563753","0,995180722891566","0,983174425126192","0,989177574008879",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1747,13,31,1651,Fold2.Rep01,"0,987216734456711","0,9921875","0,982564679415073","0,987376089707536",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,34,1649,Fold3.Rep01,"0,986933797909408","0,993373493975903","0,980941704035874","0,987157599005889",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1748,13,34,1649,Fold4.Rep01,"0,986353077816492","0,992178098676293","0,980920314253648","0,986549206464971",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,10,35,1647,Fold5.Rep01,"0,986926205694364","0,993964996982498","0,980392156862745","0,987178576922622",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1747,14,37,1645,Fold1.Rep02,"0,985187336625036","0,991561181434599","0,979260089686099","0,985410635560349",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1751,9,28,1654,Fold2.Rep02,"0,989250435793143","0,994588093806374","0,984260820685778","0,989424457246076",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,5,31,1652,Fold3.Rep02,"0,989544002323555","0,996982498491249","0,982642777155655","0,989812637823452",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,30,1652,Fold4.Rep02,"0,988091780424049","0,993385447985568","0,98314606741573","0,988265757700649",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1745,16,32,1651,Fold5.Rep02,"0,986062717770035","0,990401919616077","0,981992121553179","0,986197020584628",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,6,39,1643,Fold1.Rep03,"0,986930002904444","0,996361431170406","0,978260869565217","0,987311150367812",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1740,20,25,1658,Fold2.Rep03,"0,986930002904444","0,9880810488677","0,985835694050991","0,986958371459346",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1752,8,35,1647,Fold3.Rep03,"0,987507263219059","0,995166163141994","0,98041410184667","0,987790132494332",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1747,14,32,1651,Fold4.Rep03,"0,98664343786295","0,991591591591592","0,982012366498033","0,986801979044812",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1753,8,38,1644,Fold5.Rep03,"0,986639558524542","0,995157384987893","0,978782802903406","0,98697009394565",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1753,8,26,1656,Fold1.Rep04,"0,990124891083357","0,995192307692308","0,985385047779652","0,99028867773598",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1749,12,30,1653,Fold2.Rep04,"0,98780487804878","0,992792792792793","0,983136593591905","0,987964693192349",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1753,8,25,1657,Fold3.Rep04,"0,990415335463259","0,995195195195195","0,985939257592801","0,990567226393998",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,10,41,1641,Fold4.Rep04,"0,985183033120279","0,993943064809207","0,977107761027359","0,985525412918283",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1745,15,30,1653,Fold5.Rep04,"0,986930002904444","0,991007194244604","0,983098591549296","0,98705289289695",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1748,13,32,1650,Fold1.Rep05,"0,986930002904444","0,992182802164762","0,982022471910112","0,987102637037437",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1749,11,33,1649,Fold2.Rep05,"0,987216734456711","0,993373493975903","0,981481481481482","0,987427487728693",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1754,7,34,1649,Fold3.Rep05,"0,988095238095238","0,995772946859903","0,980984340044743","0,988378643452323",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1751,9,24,1659,Fold4.Rep05,"0,990415335463259","0,994604316546763","0,986478873239437","0,9905415948931",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,37,1645,Fold5.Rep05,"0,98605866976474","0,993357487922705","0,97929490766648","0,986326197794593",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1752,9,25,1658,Fold1.Rep06,"0,990127758420441","0,994601079784043","0,985931344963421","0,990266212373732",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1754,7,35,1648,Fold2.Rep06,"0,98780487804878","0,995770392749245","0,980435997764114","0,988103195256679",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,37,1645,Fold3.Rep06,"0,98605866976474","0,993357487922705","0,97929490766648","0,986326197794593",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1749,11,35,1647,Fold4.Rep06,"0,986635676932016","0,993365500603136","0,980381165919282","0,986873333261209",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1745,15,30,1652,Fold5.Rep06,"0,986926205694364","0,991001799640072","0,983098591549296","0,987050195594684",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1754,6,36,1646,Fold1.Rep07,"0,987797791981406","0,99636803874092","0,979888268156425","0,988128153448672",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1752,9,40,1642,Fold2.Rep07,"0,985768225384839","0,994548758328286","0,977678571428571","0,986113664878429",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1742,18,31,1652,Fold3.Rep07,"0,985768225384839","0,989221556886228","0,982515510434292","0,98586853366026",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,6,31,1651,Fold4.Rep07,"0,989253557943654","0,996378998189499","0,982642777155655","0,989510887672577",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1748,13,33,1650,Fold5.Rep07,"0,98664343786295","0,992182802164762","0,981471083660865","0,986826942912814",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1751,10,36,1646,Fold1.Rep08,"0,986639558524542","0,993961352657005","0,979854504756575","0,98690792870679",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1742,18,40,1643,Fold2.Rep08,"0,983154225965727","0,989163154726069","0,977553310886644","0,983358232806356",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,6,28,1654,Fold3.Rep08,"0,990124891083357","0,996385542168675","0,984296130117779","0,990340836143227",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,6,36,1647,Fold4.Rep08,"0,98780487804878","0,996370235934664","0,979899497487437","0,988134866711051",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,10,18,1664,Fold5.Rep08,"0,991865194654271","0,994026284348865","0,989819004524887","0,991922644436876",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,30,1652,Fold1.Rep09,"0,988091780424049","0,993385447985568","0,98314606741573","0,988265757700649",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1751,10,31,1652,Fold2.Rep09,"0,988095238095238","0,993983152827918","0,982603815937149","0,988293484382534",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1751,10,29,1653,Fold3.Rep09,"0,988672669183851","0,993986770895971","0,983707865168539","0,988847318032255",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1747,13,32,1651,Fold4.Rep09,"0,986930002904444","0,9921875","0,982012366498033","0,987099933249016",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1743,17,31,1651,Fold5.Rep09,"0,986054619407321","0,989808153477218","0,982525366403608","0,986166759940413",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1743,17,37,1645,Fold1.Rep10,"0,984311446833237","0,989771359807461","0,979213483146067","0,984492421476764",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,5,29,1654,Fold2.Rep10,"0,990124891083357","0,996986136226643","0,983744394618834","0,990365265422738",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1752,9,29,1653,Fold3.Rep10,"0,988963113563753","0,994584837545126","0,983717012914093","0,98915092522961",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1750,11,46,1636,Fold4.Rep10,"0,983444670345629","0,993321190042501","0,974387527839644","0,983854358941073",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1752,9,32,1651,Fold5.Rep10,"0,988095238095238","0,994578313253012","0,982062780269058","0,988320546761035",eclipse,svm,smote,repeatedcv5x10,Accuracy,250,long_description,sigma,"0,03125",C,32,144,4
1755,8,44,1641,Fold1.Rep01,"0,98491879350348","0,995148574893875","0,975541967759867","0,985345271326871",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1758,4,55,1630,Fold2.Rep01,"0,982883666956774","0,997552019583843","0,969663541092113","0,983607780337978",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,59,1626,Fold3.Rep01,"0,980272700899333","0,994495412844037","0,967439293598234","0,980967353221135",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,34,1650,Fold4.Rep01,"0,987521764364481","0,994575045207957","0,980973698936766","0,987774372072361",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,11,45,1640,Fold5.Rep01,"0,983753988975921","0,993337371290127","0,974944320712695","0,984140846001411",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,55,1630,Fold1.Rep02,"0,981433130258196","0,99450884685784","0,969579646017699","0,98204424643777",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,42,1643,Fold2.Rep02,"0,9852045256745","0,99455205811138","0,976601671309192","0,985576864710286",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1752,10,49,1635,Fold3.Rep02,"0,982878699941962","0,993920972644377","0,972792892837313","0,983356932740845",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,12,55,1630,Fold4.Rep02,"0,980562808239048","0,992691839220463","0,969529085872576","0,981110462546519",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,9,50,1635,Fold5.Rep02,"0,982888631090487","0,994525547445255","0,972283813747228","0,983404680596242",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,51,1634,Fold1.Rep03,"0,982883666956774","0,995127892813642","0,971745152354571","0,983436522584106",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1749,13,61,1624,Fold2.Rep03,"0,978532056861039","0,992058643860721","0,966298342541436","0,979178493201079",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,8,40,1645,Fold3.Rep03,"0,986078886310905","0,995160314579552","0,977715877437326","0,986438096008439",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,7,65,1620,Fold4.Rep03,"0,97911227154047","0,995697602950215","0,964285714285714","0,979991658617965",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,12,38,1646,Fold5.Rep03,"0,985490423679629","0,99276236429433","0,978747203579418","0,985754783936874",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,49,1635,Fold1.Rep04,"0,983168891468369","0,994525547445255","0,972807991120977","0,983666769283116",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1749,13,42,1643,Fold2.Rep04,"0,984044096315637","0,992149758454106","0,976549413735343","0,984349586094725",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,12,37,1648,Fold3.Rep04,"0,985788863109049","0,992771084337349","0,979306487695749","0,986038786016549",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1752,10,46,1639,Fold4.Rep04,"0,983753988975921","0,993935718617344","0,974416017797553","0,984175868207448",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1760,2,55,1630,Fold5.Rep04,"0,983463881636205","0,998774509803921","0,96969696969697","0,984235739750446",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,50,1635,Fold1.Rep05,"0,98317377429649","0,995130858186245","0,972283813747228","0,983707335966736",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,45,1640,Fold2.Rep05,"0,984624310995068","0,995145631067961","0,974986103390773","0,985065867229367",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,11,55,1630,Fold3.Rep05,"0,980852915578764","0,993296770262035","0,969545957918051","0,981421364090043",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1756,6,44,1640,Fold4.Rep05,"0,985490423679629","0,996354799513973","0,975555555555555","0,985955177534764",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,13,39,1646,Fold5.Rep05,"0,98491879350348","0,992163954189271","0,978200111794298","0,985182032991784",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,10,40,1644,Fold1.Rep06,"0,985494633014215","0,993954050785973","0,977691020635806","0,98582253571089",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,7,40,1645,Fold2.Rep06,"0,986364955033362","0,995762711864407","0,977715877437326","0,986739294650866",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1757,5,55,1630,Fold3.Rep06,"0,982593559617058","0,996941896024465","0,969646799116998","0,983294347570731",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,11,49,1636,Fold4.Rep06,"0,982593559617058","0,993321190042501","0,972777777777778","0,983049483910139",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,7,39,1646,Fold5.Rep06,"0,986655062373078","0,995765275257108","0,978260869565217","0,987013072411163",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1748,14,49,1636,Fold1.Rep07,"0,981723237597911","0,991515151515151","0,972732331663884","0,982123741589518",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1756,6,43,1642,Fold2.Rep07,"0,985784740353931","0,996359223300971","0,97609783212896","0,986228527714966",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,12,54,1631,Fold3.Rep07,"0,980858468677494","0,992696287279367","0,970083102493075","0,981389694886221",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,7,44,1640,Fold4.Rep07,"0,985200232153221","0,995749848208865","0,975541967759867","0,985645907984365",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,51,1634,Fold5.Rep07,"0,982593559617058","0,994522215459525","0,971729490022173","0,983125852740849",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1752,10,48,1637,Fold1.Rep08,"0,98317377429649","0,993928354584092","0,973333333333333","0,983630843958713",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,11,52,1632,Fold2.Rep08,"0,981717933836332","0,993304930006086","0,971159179145868","0,982232054575977",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,12,49,1636,Fold3.Rep08,"0,982303452277343","0,992718446601942","0,972762645914397","0,982740546258169",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,13,43,1642,Fold4.Rep08,"0,983758700696056","0,99214501510574","0,976017847183491","0,984081431144616",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,54,1631,Fold5.Rep08,"0,982013344937627","0,995118974984747","0,970132743362832","0,982625859173789",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1755,8,52,1633,Fold1.Rep09,"0,982598607888631","0,995124923826935","0,971223021582734","0,983173972704834",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,57,1627,Fold2.Rep09,"0,981137550783517","0,995107033639144","0,968525676421866","0,981816355030505",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1752,10,40,1645,Fold3.Rep09,"0,985494633014215","0,993957703927492","0,977678571428571","0,985818137678032",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,45,1640,Fold4.Rep09,"0,984624310995068","0,995145631067961","0,974986103390773","0,985065867229367",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1754,8,43,1642,Fold5.Rep09,"0,9852045256745","0,995151515151515","0,97607122982749","0,985611372489503",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1759,4,58,1627,Fold1.Rep10,"0,982018561484919","0,997547516860822","0,968079251513484","0,982813384187153",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1751,11,51,1633,Fold2.Rep10,"0,982008125362739","0,99330900243309","0,971698113207547","0,982503557820319",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,12,41,1644,Fold3.Rep10,"0,984624310995068","0,992753623188406","0,977107761027359","0,984930692107882",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1750,12,57,1628,Fold4.Rep10,"0,979982593559617","0,992682926829268","0,968456004427227","0,980569465628248",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
1753,9,42,1643,Fold5.Rep10,"0,9852045256745","0,99455205811138","0,976601671309192","0,985576864710286",eclipse,svm,smote,repeatedcv5x10,Accuracy,300,long_description,sigma,"0,03125",C,32,144,5
